task_lang,transfer_lang,accuracy,f1_score
tr,mk,0.6799,0.8395780888873767
zh,mk,0.2737,0.6367451426669306
so,mk,0.54,0.7120952380952381
qu,mk,0.61,0.7495477577977577
wuu,ml,0.13,0.512
tk,ml,0.28,0.6351788211788211
ksh,ml,0.34,0.6022813852813852
yi,ml,0.38,0.6701428571428572
ta,ml,0.496,0.7417663013457131
ceb,ml,0.46,0.6549975024975025
oc,ml,0.61,0.7512012987012986
fa,ml,0.3614,0.7837521728211588
ug,ml,0.16,0.4856825396825395
bat-smg,ml,0.56,0.6476031746031746
zh-yue,ml,0.2259,0.5861142148675198
fi,ml,0.54,0.7735809666863923
sh,ml,0.377,0.7430478561960915
be-x-old,ml,0.6,0.7557554051985167
ko,ml,0.4211,0.6457494757194989
ky,ml,0.44,0.6717611832611833
sah,ml,0.51,0.6324330963154492
tg,ml,0.64,0.7884983643807175
ast,ml,0.508,0.8053884803105391
cdo,ml,0.09,0.2725
mt,ml,0.45,0.7671166774402068
hi,ml,0.635,0.7981573973412208
pdc,ml,0.25,0.512047619047619
hsb,ml,0.49,0.7084441114441113
kn,ml,0.62,0.7614523809523809
lmo,ml,0.36,0.6735154352011938
sr,ml,0.5454,0.7873325263238653
et,ml,0.5556,0.785635953590613
ne,ml,0.66,0.8540957588163471
als,ml,0.46,0.7467097378026172
id,ml,0.4051,0.6610534442526858
kk,ml,0.539,0.7863228049728049
no,ml,0.5734,0.7933757739542878
be,ml,0.657,0.8075460395813338
gl,ml,0.5548,0.7988468086574588
gan,ml,0.12,0.4913333333333332
tr,ml,0.6124,0.816657996842339
az,ml,0.579,0.786045954045954
ay,ml,0.26,0.4223333333333333
jv,ml,0.48,0.7365707070707072
bo,ml,0.03,0.2006666666666666
zh-classical,ml,0.14,0.4386791278896542
sl,ml,0.5745,0.7558779950957196
ilo,ml,0.52,0.6938885281385282
frr,ml,0.2,0.4695714285714285
rw,ml,0.12,0.5752581862581861
is,ml,0.594,0.7819569306510482
cs,ml,0.5308,0.7744809223353186
ace,ml,0.15,0.5282399267399267
en,ml,0.4271,0.720402685022236
mzn,ml,0.52,0.7891976911976911
zh,ml,0.2123,0.626326556341835
sco,ml,0.49,0.7370728715728714
pt,ml,0.4538,0.7444451568288952
hr,ml,0.5202,0.7692286632072778
hak,ml,0.08,0.279484126984127
ro,ml,0.4873,0.7986941975336326
sd,ml,0.24,0.64797113997114
vec,ml,0.53,0.7365897207367794
mk,ml,0.653,0.8130828233857647
th,ml,0.0095,0.2864659275236287
cv,ml,0.59,0.7972891552891551
gn,ml,0.38,0.5710714285714286
arc,ml,0.03,0.3172142857142857
bh,ml,0.18,0.6248528138528138
ext,ml,0.25,0.5102539682539682
mwl,ml,0.32,0.6197177822177822
ml,ml,0.816,0.8953167665667665
fy,ml,0.579,0.7750244105395808
br,ml,0.377,0.6227967103158281
csb,ml,0.29,0.6007020202020201
fo,ml,0.58,0.7391244866244867
or,ml,0.24,0.5551116106116105
an,ml,0.52,0.8165357025327614
sw,ml,0.363,0.6074337149778327
tl,ml,0.497,0.7206234376734377
ca,ml,0.5542,0.8069117256814393
ckb,ml,0.654,0.739945720945721
ms,ml,0.368,0.6876199401905285
km,ml,0.1,0.4469047619047619
uk,ml,0.5562,0.7951260079085002
zea,ml,0.2,0.6080259740259739
cy,ml,0.443,0.7176970833088481
qu,ml,0.46,0.6782770562770563
szl,ml,0.26,0.5667936507936507
te,ml,0.603,0.757209271430324
so,ml,0.31,0.5936666666666666
ur,ml,0.548,0.7829481240981241
vls,ml,0.5,0.7452135642135641
si,ml,0.7,0.742904761904762
co,ml,0.19,0.5605238095238095
it,ml,0.5038,0.7759014344874253
mg,ml,0.5,0.6806623376623375
zh-min-nan,ml,0.58,0.7007764509312497
af,ml,0.577,0.7730657829099007
nl,ml,0.5703,0.7917558340996809
fr,ml,0.4925,0.773635902063193
yo,ml,0.36,0.4678815628815628
am,ml,0.45,0.5756190476190476
gd,ml,0.45,0.5944003774003774
gu,ml,0.64,0.7989047619047621
simple,ml,0.548,0.8102402198936255
ga,ml,0.474,0.7742003475454715
io,ml,0.57,0.7316580086580086
bg,ml,0.5816,0.7745112780459995
mn,ml,0.55,0.7184458874458874
arz,ml,0.58,0.7929968919968919
ja,ml,0.1438,0.5326908349579557
ang,ml,0.26,0.5667142302142302
nov,ml,0.4,0.7683979266347687
es,ml,0.4785,0.7738490991791146
he,ml,0.4126,0.6998885353329162
li,ml,0.57,0.7903391053391055
lb,ml,0.579,0.7822036755727932
bn,ml,0.689,0.7804528438709554
pa,ml,0.5,0.6924822497763674
su,ml,0.34,0.618297619047619
nds,ml,0.59,0.8329426129426131
ru,ml,0.4274,0.6955243172041237
el,ml,0.6488,0.7880514534562444
eu,ml,0.5325,0.7926847806063905
crh,ml,0.32,0.5683333333333332
mhr,ml,0.18,0.5751702741702741
ln,ml,0.32,0.533487012987013
rm,ml,0.4,0.6808809523809524
pnb,ml,0.62,0.7386658312447787
map-bms,ml,0.28,0.5435238095238095
as,ml,0.59,0.7519822399822399
sq,ml,0.63,0.8192444530615582
bs,ml,0.519,0.781555779841074
diq,ml,0.41,0.6577355977355976
vep,ml,0.48,0.7145927405927407
lv,ml,0.5828,0.7596294889819504
cbk-zam,ml,0.28,0.6099083694083695
eml,ml,0.26,0.5137581862581863
mr,ml,0.627,0.8055700402538638
vi,ml,0.4235,0.7428649574032778
ba,ml,0.62,0.7679480519480519
sk,ml,0.6,0.8234894324114139
nap,ml,0.33,0.6189924519924519
sa,ml,0.33,0.5817222222222221
dv,ml,0.2,0.5078253968253967
hu,ml,0.592,0.8012460180462811
hy,ml,0.356,0.6717845905126865
xmf,ml,0.47,0.5995006105006104
war,ml,0.49,0.7325310245310246
mi,ml,0.18,0.6306117216117215
ia,ml,0.22,0.6265155692260955
min,ml,0.15,0.5837857142857142
ig,ml,0.11,0.4575432900432899
wa,ml,0.23,0.4949971139971139
jbo,ml,0.2,0.4155396825396824
bar,ml,0.48,0.7240634920634921
de,ml,0.5809,0.7878433089287733
my,ml,0.47,0.7698131313131311
ce,ml,0.15,0.5833210678210677
ar,ml,0.5597,0.7696265607577836
fiu-vro,ml,0.28,0.6042655122655122
fur,ml,0.26,0.5519047619047618
uz,ml,0.71,0.8637305694305694
scn,ml,0.47,0.7153021978021976
pl,ml,0.5246,0.7748433711412427
tt,ml,0.607,0.8039416860916861
la,ml,0.518,0.7206924118365295
lt,ml,0.5938,0.798958073589637
vo,ml,0.35,0.4976825396825396
lij,ml,0.24,0.4953880563880564
os,ml,0.37,0.6943722943722943
da,ml,0.579,0.7971475689051231
sv,ml,0.5029,0.7573691939922823
ku,ml,0.63,0.7702539682539683
pms,ml,0.4,0.7000845851774645
ka,ml,0.5717,0.7658684925970143
eo,ml,0.5195,0.7516140059811189
ps,ml,0.25,0.6079422799422799
nn,ml,0.551,0.7669582877734581
arc,mr,0.21,0.3831904761904761
gu,mr,0.56,0.774749528249528
mt,mr,0.54,0.7811381951381953
zh-min-nan,mr,0.31,0.4172445887445887
xmf,mr,0.48,0.6527175602175602
cdo,mr,0.08,0.2480079365079365
min,mr,0.25,0.6157294372294372
ay,mr,0.39,0.4733333333333333
rw,mr,0.56,0.6864624819624819
gl,mr,0.5535,0.7865999390203878
be,mr,0.578,0.7923200593352296
en,mr,0.4015,0.7052873539901792
sw,mr,0.297,0.5766164502164502
pms,mr,0.38,0.6421238702817651
vi,mr,0.3772,0.706042905366907
vec,mr,0.46,0.7071299483110629
ext,mr,0.34,0.5063650793650794
ka,mr,0.5348,0.7581059451590721
so,mr,0.47,0.6822857142857144
ilo,mr,0.52,0.6694456654456655
map-bms,mr,0.36,0.5672380952380951
co,mr,0.49,0.6164285714285714
ml,mr,0.647,0.7968074492758703
bat-smg,mr,0.4,0.5978412698412698
diq,mr,0.44,0.5960829725829726
vep,mr,0.46,0.7101428571428572
ms,mr,0.381,0.7074387662389211
as,mr,0.59,0.7128814518814518
cv,mr,0.5,0.7439898434898434
or,mr,0.17,0.563015762015762
hu,mr,0.5519,0.7764291521318378
uz,mr,0.536,0.7592948218448219
scn,mr,0.48,0.6941349206349205
ce,mr,0.23,0.6529797979797979
wa,mr,0.31,0.4983109668109667
la,mr,0.42,0.7419927642618819
als,mr,0.45,0.6518571720676982
mwl,mr,0.33,0.6207806637806638
lt,mr,0.5772,0.7831659448996137
hy,mr,0.405,0.6589532356532356
ar,mr,0.5471,0.7490848658281862
el,mr,0.5788,0.7492418397108567
jv,mr,0.48,0.734416305916306
vo,mr,0.16,0.4310158730158731
lmo,mr,0.28,0.6037034387181446
ro,mr,0.4338,0.7659350908053075
ckb,mr,0.575,0.690056327006327
arz,mr,0.5,0.728492007992008
nov,mr,0.44,0.7441428016428019
pdc,mr,0.4,0.5795238095238094
fy,mr,0.536,0.7566084379328961
te,mr,0.56,0.7323493702204229
km,mr,0.23,0.4456031746031745
bn,mr,0.705,0.8008956312693155
rm,mr,0.58,0.7553940242763773
nn,mr,0.479,0.7304874868595457
ps,mr,0.41,0.6438427128427128
pa,mr,0.43,0.6673417693417696
ceb,mr,0.32,0.5363647463647464
ast,mr,0.486,0.784871977515089
br,mr,0.315,0.531528483118189
fa,mr,0.4043,0.7628432380201497
fiu-vro,mr,0.44,0.6307783882783883
lb,mr,0.544,0.7513819500760676
he,mr,0.4026,0.6920044932484096
zh,mr,0.2322,0.6151710552098401
tl,mr,0.448,0.687512620059679
csb,mr,0.41,0.6558001443001443
nds,mr,0.6,0.7991216561216562
fi,mr,0.5275,0.7674909240364038
mhr,mr,0.31,0.614523088023088
de,mr,0.4865,0.739670367022898
bs,mr,0.455,0.7295454104546985
sd,mr,0.35,0.681890331890332
oc,mr,0.55,0.7357215007215007
eu,mr,0.485,0.7355814189482688
am,mr,0.33,0.4692251082251082
li,mr,0.51,0.7401085581085581
sa,mr,0.42,0.6071031746031746
simple,mr,0.504,0.7826624087986318
sah,mr,0.54,0.7272810816634346
gd,mr,0.41,0.5732200577200577
sv,mr,0.4433,0.7456464809665738
su,mr,0.41,0.6627063492063492
lij,mr,0.29,0.4975871905871905
sk,mr,0.4875,0.7550694012042309
cs,mr,0.4877,0.7509136826305789
af,mr,0.534,0.7569469817076628
szl,mr,0.51,0.6415079365079365
hr,mr,0.4761,0.729616483525934
fo,mr,0.55,0.7300371850371851
zea,mr,0.4,0.6687222222222223
bar,mr,0.48,0.6437460317460316
tr,mr,0.5832,0.7923010284856182
ia,mr,0.4,0.6875308123249301
bh,mr,0.54,0.7159047619047619
ca,mr,0.5236,0.7698640676317147
pl,mr,0.4544,0.7338123644913738
az,mr,0.49,0.7489127261627262
no,mr,0.5007,0.7601441648684992
ja,mr,0.1168,0.5009094604002808
qu,mr,0.46,0.6473679653679654
hsb,mr,0.49,0.7064502164502164
sh,mr,0.6265,0.7673951361349349
si,mr,0.7,0.7646507936507938
sl,mr,0.5564,0.7647257439215411
th,mr,0.0001,0.1427494238621715
frr,mr,0.39,0.5737619047619048
eml,mr,0.37,0.5062863247863247
my,mr,0.28,0.6562611832611833
pt,mr,0.45,0.744150110448547
an,mr,0.557,0.8295444529155056
ig,mr,0.47,0.6287099567099567
ln,mr,0.45,0.5693362193362194
ga,mr,0.465,0.741783764103114
cy,mr,0.404,0.607989355089355
yo,mr,0.34,0.6044949494949494
mzn,mr,0.39,0.7364040404040405
os,mr,0.38,0.6470909090909092
uk,mr,0.44,0.7380782277096829
ta,mr,0.556,0.7604424996056576
kn,mr,0.61,0.7725555555555556
gn,mr,0.4,0.5804285714285714
ne,mr,0.65,0.8547951362363128
ru,mr,0.4012,0.6666550750127066
ug,mr,0.35,0.4825
sco,mr,0.5,0.7339711399711399
ba,mr,0.6,0.8036536796536796
kk,mr,0.498,0.7684517365675261
tk,mr,0.48,0.6201861471861472
mg,mr,0.46,0.6035714285714285
sr,mr,0.3905,0.6583676382862064
wuu,mr,0.2,0.5284285714285715
hak,mr,0.19,0.3096984126984127
mi,mr,0.33,0.5859047619047619
pnb,mr,0.61,0.7139004329004329
gan,mr,0.3,0.6157777777777776
ur,mr,0.566,0.7867215741774566
bo,mr,0.25,0.3106666666666666
ku,mr,0.57,0.758968253968254
fr,mr,0.4579,0.7502318366497625
ang,mr,0.42,0.6098924408924409
ksh,mr,0.43,0.6178766233766233
eo,mr,0.4886,0.7083269521465806
es,mr,0.4822,0.7668472515247051
bg,mr,0.5452,0.757243354222317
ky,mr,0.4,0.6774083694083696
sq,mr,0.585,0.7609288133435194
yi,mr,0.46,0.6483434343434342
be-x-old,mr,0.504,0.7193155760905761
nap,mr,0.52,0.655525641025641
cbk-zam,mr,0.21,0.5521596181596181
mr,mr,0.817,0.9023539701612456
zh-classical,mr,0.36,0.6503203463203462
id,mr,0.5399,0.7805983381522159
hi,mr,0.687,0.8231993720331957
lv,mr,0.5706,0.761548243202446
nl,mr,0.5017,0.7384661215581804
is,mr,0.538,0.7522425407925407
zh-yue,mr,0.343,0.6651268840593532
jbo,mr,0.29,0.3890238095238095
ko,mr,0.4638,0.6902606105126384
mk,mr,0.517,0.7516309650961355
mn,mr,0.53,0.7157091242091242
tg,mr,0.5,0.7379596808420338
tt,mr,0.622,0.8056789432789433
war,mr,0.43,0.6911421356421357
ace,mr,0.34,0.5590494505494505
io,mr,0.46,0.7117575757575757
dv,mr,0.33,0.572533189033189
crh,mr,0.49,0.6552142857142857
fur,mr,0.4,0.6259523809523809
da,mr,0.5293,0.7655308981240638
et,mr,0.544,0.7768626066176685
vls,mr,0.43,0.7257417027417027
it,mr,0.483,0.7562214735574023
ast,ms,0.576,0.7991052651682683
cdo,ms,0.23,0.3216478521478521
io,ms,0.5,0.6391803490627019
wuu,ms,0.33,0.5966666666666667
is,ms,0.62,0.793841403041403
ca,ms,0.6769,0.7921301469419813
hy,ms,0.479,0.6528211494216138
ru,ms,0.5704,0.7253800236966336
pl,ms,0.6127,0.7963236655131933
mhr,ms,0.53,0.6553708513708514
als,ms,0.36,0.6722356702465062
ur,ms,0.462,0.6676324564324564
nl,ms,0.6623,0.8108363993634504
nov,ms,0.6,0.7148005262711145
pms,ms,0.53,0.7397578824684088
lv,ms,0.5992,0.760150761117967
ceb,ms,0.55,0.6535288600288601
pnb,ms,0.64,0.7564542124542126
yi,ms,0.32,0.5644466089466088
fur,ms,0.48,0.6238864468864469
cv,ms,0.57,0.7404898434898436
mzn,ms,0.44,0.5878266178266177
arc,ms,0.16,0.2636666666666666
ga,ms,0.609,0.788024083888248
be,ms,0.645,0.7928733181679002
sd,ms,0.33,0.609034632034632
it,ms,0.6518,0.8189603323173216
gd,ms,0.45,0.5620238095238096
ml,ms,0.565,0.7162720695970695
en,ms,0.5708,0.7546021960418322
ko,ms,0.4078,0.6450248061793727
jbo,ms,0.45,0.5854242424242425
frr,ms,0.44,0.5561991341991342
tk,ms,0.49,0.6104047619047619
tr,ms,0.7117,0.8393778144713903
lb,ms,0.518,0.724620490929779
csb,ms,0.4,0.5937094017094017
mg,ms,0.49,0.6959047619047617
as,ms,0.33,0.4791507936507936
fr,ms,0.6482,0.8101993723588073
bh,ms,0.64,0.7484444444444445
pdc,ms,0.31,0.5261169108669109
kn,ms,0.59,0.7186623376623377
mt,ms,0.66,0.8023044733044733
pt,ms,0.7046,0.8289532285619438
rw,ms,0.53,0.6715548340548341
xmf,ms,0.41,0.5124891774891774
la,ms,0.632,0.7826231115118112
fi,ms,0.639,0.8124919067353354
gu,ms,0.55,0.7081111111111111
km,ms,0.33,0.5223809523809524
su,ms,0.51,0.7404529914529914
cs,ms,0.6082,0.7850400844657578
lmo,ms,0.37,0.6177721096413047
nap,ms,0.61,0.7050650183150183
zh-classical,ms,0.16,0.4225535853035853
br,ms,0.449,0.6181925859142577
hak,ms,0.27,0.3596984126984127
mr,ms,0.545,0.7118764097014098
mk,ms,0.58,0.7818636389668123
ar,ms,0.4449,0.6618982398312042
de,ms,0.5742,0.7699314325921756
or,ms,0.1,0.2779285714285714
ba,ms,0.53,0.742638528138528
sh,ms,0.7216,0.8182990809989804
bar,ms,0.7,0.7776529581529581
sw,ms,0.567,0.6531725336153354
li,ms,0.59,0.7582997198879552
el,ms,0.6601,0.786072470517099
ky,ms,0.48,0.6415079365079365
oc,ms,0.67,0.7329304029304029
pa,ms,0.49,0.6548206385118149
sa,ms,0.34,0.5247142857142857
eu,ms,0.524,0.7429937437528072
id,ms,0.6703,0.8795984897171973
mwl,ms,0.37,0.6206390831390831
vi,ms,0.5685,0.750939719123326
lij,ms,0.35,0.534014720573544
sq,ms,0.731,0.8298867643192721
ig,ms,0.47,0.6380749250749251
eml,ms,0.38,0.5040935175935176
ug,ms,0.31,0.3884285714285714
co,ms,0.55,0.6495093795093794
ksh,ms,0.31,0.5743376623376623
ilo,ms,0.66,0.7327661227661227
ang,ms,0.51,0.5981605937921727
tl,ms,0.674,0.751121300921301
ay,ms,0.65,0.6983253968253968
mn,ms,0.56,0.7085250305250306
ku,ms,0.64,0.7605238095238096
dv,ms,0.45,0.6310425685425686
bg,ms,0.6597,0.79313485654868
hsb,ms,0.51,0.6952076224429166
hi,ms,0.569,0.7216106254856255
fa,ms,0.4418,0.6812005715036598
bs,ms,0.562,0.7609861757437609
crh,ms,0.4,0.6043809523809525
eo,ms,0.5906,0.7175669838915814
cy,ms,0.51,0.6646618422684987
et,ms,0.6072,0.7969522101539671
be-x-old,ms,0.568,0.7103692327280562
yo,ms,0.36,0.6013477633477633
diq,ms,0.53,0.6790079365079364
gl,ms,0.7654,0.8553953384652843
lt,ms,0.6122,0.7774937037523879
tg,ms,0.53,0.7563323996265173
da,ms,0.6854,0.8312681431502795
ta,ms,0.458,0.656855486326539
bo,ms,0.3,0.3323333333333333
zh-min-nan,ms,0.42,0.5393452658452659
es,ms,0.7071,0.8332710103080614
fy,ms,0.597,0.7585346532724242
qu,ms,0.57,0.6465512265512265
sah,ms,0.44,0.615101343101343
zh,ms,0.248,0.5537708054767729
an,ms,0.739,0.8483258951574741
az,ms,0.541,0.735158489901911
nds,ms,0.52,0.7541202306465464
jv,ms,0.58,0.77604329004329
af,ms,0.581,0.7552984395463498
os,ms,0.44,0.6389920634920635
rm,ms,0.49,0.6827294143764733
sl,ms,0.6475,0.7803765981816602
uk,ms,0.6008,0.7875377281009325
vls,ms,0.56,0.7397029914529916
tt,ms,0.512,0.7188184493009571
sco,ms,0.67,0.7957030192030191
vep,ms,0.65,0.8281780554326993
ja,ms,0.1546,0.4989579187771292
vec,ms,0.55,0.660875901875902
bn,ms,0.625,0.7281922410922411
ce,ms,0.3,0.6218436008436009
uz,ms,0.695,0.7873652847152848
zea,ms,0.56,0.7144660894660895
mi,ms,0.3,0.6776166056166056
ro,ms,0.7324,0.8408916122345148
cbk-zam,ms,0.38,0.6701598956598955
szl,ms,0.51,0.625448051948052
th,ms,0.0466,0.2788191389424129
nn,ms,0.627,0.7878860905348521
bat-smg,ms,0.43,0.5664126984126985
ps,ms,0.47,0.6071890331890333
so,ms,0.58,0.6897619047619047
ne,ms,0.56,0.7935891885891886
no,ms,0.6501,0.8044024582933407
si,ms,0.5,0.6021904761904762
ace,ms,0.29,0.5505717893217893
ia,ms,0.4,0.6234882339882339
map-bms,ms,0.49,0.6368253968253967
arz,ms,0.49,0.6952667332667332
he,ms,0.453,0.6884578437274799
am,ms,0.39,0.5219047619047619
min,ms,0.29,0.5754802419802421
my,ms,0.4,0.7067799422799422
gan,ms,0.37,0.5631515151515152
ckb,ms,0.317,0.5667440115440116
fiu-vro,ms,0.44,0.6543500323206206
hu,ms,0.6447,0.8133013900478607
kk,ms,0.628,0.7776890775890776
ln,ms,0.37,0.5439373339079221
hr,ms,0.5666,0.7541858409486969
ext,ms,0.31,0.469995115995116
fo,ms,0.59,0.7381897546897547
ka,ms,0.5697,0.760477281828079
war,ms,0.54,0.6538369408369408
sr,ms,0.4446,0.6996375862226869
scn,ms,0.58,0.7478059163059163
zh-yue,ms,0.2626,0.5309582470178601
simple,ms,0.731,0.8612251788459219
sk,ms,0.6364,0.7948702042814427
ms,ms,0.885,0.941594363316422
gn,ms,0.46,0.6357496392496391
vo,ms,0.52,0.5695555555555556
sv,ms,0.6775,0.8525762060411209
wa,ms,0.4,0.5266472383825325
te,ms,0.537,0.6719269841269842
az,nl,0.633,0.7962770184493868
lb,nl,0.622,0.7814988965283083
bg,nl,0.6939,0.8151768723725535
fy,nl,0.741,0.839218985039728
xmf,nl,0.46,0.6227175602175601
bo,nl,0.32,0.3535238095238096
nap,nl,0.56,0.7055983558924735
bh,nl,0.56,0.673029748029748
gan,nl,0.36,0.6012222222222222
dv,nl,0.3,0.5007399267399267
tk,nl,0.57,0.6704047619047618
sv,nl,0.6963,0.8800502982328988
ms,nl,0.464,0.6035554727350393
co,nl,0.59,0.6774444444444444
simple,nl,0.712,0.8491842944637062
bat-smg,nl,0.41,0.5409761904761904
ace,nl,0.38,0.6057441724941725
mwl,nl,0.36,0.6236495726495727
ga,nl,0.666,0.8176227289222645
vls,nl,0.68,0.8115597735597736
bar,nl,0.62,0.772126984126984
eml,nl,0.43,0.5733661893661893
arc,nl,0.2,0.4087943722943723
ar,nl,0.6183,0.796000457824769
war,nl,0.56,0.6880738705738705
lmo,nl,0.4,0.7240868703020404
it,nl,0.7134,0.8548620961958578
wa,nl,0.42,0.5300546218487395
ln,nl,0.31,0.5062341482047364
ce,nl,0.25,0.6464082029082029
qu,nl,0.61,0.6902853535353536
rw,nl,0.61,0.7139797979797978
sr,nl,0.5851,0.7987368157014983
ksh,nl,0.4,0.6118095238095238
map-bms,nl,0.48,0.6187069597069597
hy,nl,0.452,0.6716452606045487
vep,nl,0.6,0.836598809687045
hr,nl,0.6625,0.8254096186261278
sa,nl,0.28,0.4879761904761904
ig,nl,0.44,0.5744585414585415
yo,nl,0.55,0.6362478632478632
nds,nl,0.59,0.8215805860805862
hak,nl,0.29,0.3542063492063492
be,nl,0.685,0.8267044680809387
gu,nl,0.41,0.664853084823673
zh-classical,nl,0.21,0.4228868583257128
cbk-zam,nl,0.4,0.6381163836163837
ia,nl,0.43,0.6785381295690894
ba,nl,0.55,0.7215303030303031
mt,nl,0.65,0.8315064935064934
ml,nl,0.617,0.7765614297295411
eo,nl,0.6365,0.7900313984605006
min,nl,0.26,0.5959498834498834
de,nl,0.6784,0.8193451293915921
ka,nl,0.6159,0.7987694844379907
ps,nl,0.41,0.6187059052059052
tt,nl,0.576,0.7719342759579602
mr,nl,0.564,0.7608357185298362
scn,nl,0.53,0.6989874014874015
th,nl,0.1204,0.3361373311698621
szl,nl,0.51,0.6128845598845599
ilo,nl,0.63,0.735557609057609
gn,nl,0.46,0.607059829059829
lij,nl,0.33,0.5651189366189365
vi,nl,0.5742,0.7641454916849576
zh-min-nan,nl,0.41,0.5035944055944056
zh,nl,0.286,0.6263544413962371
crh,nl,0.4,0.6153268398268398
be-x-old,nl,0.64,0.7684245977878331
kn,nl,0.56,0.7332178932178932
la,nl,0.655,0.8496924919851391
uk,nl,0.6676,0.8444207027320805
sw,nl,0.531,0.6511682428081035
bs,nl,0.613,0.8093810747474061
am,nl,0.35,0.5340757575757575
af,nl,0.693,0.82486061993562
ext,nl,0.36,0.5195620490620491
kk,nl,0.532,0.7668276057276057
ky,nl,0.36,0.5670238095238095
fiu-vro,nl,0.39,0.617371954842543
lt,nl,0.6935,0.8356302096630579
sl,nl,0.7512,0.8553413353382084
te,nl,0.5,0.678982314907315
pnb,nl,0.65,0.7212402597402597
fr,nl,0.7198,0.8332620765277036
bn,nl,0.641,0.7416927822177822
os,nl,0.4,0.6890274170274171
csb,nl,0.45,0.6596490176490177
als,nl,0.57,0.7807752554463082
gd,nl,0.51,0.585112554112554
jv,nl,0.58,0.7282539682539683
mzn,nl,0.43,0.7286830391830392
id,nl,0.4242,0.6435266395876226
wuu,nl,0.29,0.5486666666666666
lv,nl,0.6882,0.8230470694510168
ta,nl,0.498,0.6846076224257339
he,nl,0.4624,0.7249243632872115
yi,nl,0.43,0.6594415584415585
diq,nl,0.45,0.6406702741702742
mg,nl,0.35,0.672740981240981
hsb,nl,0.59,0.7539992784992785
no,nl,0.7517,0.8708846806951218
ko,nl,0.418,0.6631411861538874
jbo,nl,0.25,0.3449285714285714
gl,nl,0.7824,0.8748768189876859
mhr,nl,0.48,0.6441701631701632
ro,nl,0.6791,0.8389777329361386
km,nl,0.31,0.4910396825396825
el,nl,0.7221,0.8253099716975492
hi,nl,0.631,0.7640174187955147
or,nl,0.14,0.4602600732600732
zea,nl,0.54,0.7637994227994228
mi,nl,0.26,0.6132096792096792
si,nl,0.56,0.6679632034632035
es,nl,0.7337,0.8555453120623788
pa,nl,0.52,0.6602543859649123
an,nl,0.691,0.8393445120239238
oc,nl,0.64,0.7536580086580088
ru,nl,0.536,0.7222422338849661
my,nl,0.37,0.6877496392496393
ckb,nl,0.529,0.6950963813963814
is,nl,0.677,0.8332204852165378
pt,nl,0.7267,0.8402980821019366
li,nl,0.67,0.7827221112221113
sd,nl,0.3,0.6516500721500721
nov,nl,0.63,0.8716780996780997
tr,nl,0.7149,0.8430945189201923
vec,nl,0.63,0.7685823620823621
uz,nl,0.802,0.8698553918303918
hu,nl,0.7191,0.8583218851796637
nl,nl,0.8517,0.9222933773708232
ang,nl,0.45,0.5958452950558214
da,nl,0.7689,0.8772346334375978
sh,nl,0.4791,0.7632638081595048
sq,nl,0.724,0.8381343454361256
fi,nl,0.6918,0.8517590389014149
ur,nl,0.552,0.7599458551252669
et,nl,0.6795,0.8283154466886743
ne,nl,0.54,0.7945360004632449
sco,nl,0.6,0.7493815628815628
cy,nl,0.538,0.7174533177005314
ast,nl,0.744,0.8383196120271198
vo,nl,0.41,0.5557142857142857
io,nl,0.7,0.7887200316023845
br,nl,0.48,0.6300857689695926
mk,nl,0.624,0.788927359920781
sk,nl,0.7525,0.8695246677136073
en,nl,0.57,0.7734512630163094
eu,nl,0.575,0.7818313335537871
zh-yue,nl,0.2811,0.5424402367824813
pl,nl,0.7017,0.8479522730846726
sah,nl,0.57,0.733492007992008
cs,nl,0.7293,0.8558283303478427
ja,nl,0.1965,0.5470774681759589
fo,nl,0.67,0.7918369408369409
ay,nl,0.41,0.4696923076923077
rm,nl,0.48,0.6861608946608946
ceb,nl,0.6,0.6984625666730929
so,nl,0.62,0.7056666666666668
nn,nl,0.735,0.8614812108256381
fa,nl,0.4747,0.7822158880567317
pdc,nl,0.46,0.5938095238095239
tg,nl,0.66,0.8092655122655122
su,nl,0.45,0.6039249639249639
cdo,nl,0.27,0.3856224331224331
ku,nl,0.71,0.8079841269841271
ug,nl,0.34,0.4623793983793983
tl,nl,0.643,0.7408792789941396
mn,nl,0.64,0.7647587967587968
arz,nl,0.49,0.7125265845265845
cv,nl,0.55,0.774874236874237
pms,nl,0.51,0.7343553956363554
frr,nl,0.49,0.5753333333333334
as,nl,0.43,0.5738379690484954
ca,nl,0.7705,0.8725587091151025
fur,nl,0.48,0.6374426406926407
ga,nn,0.647,0.7919805552204933
nds,nn,0.65,0.8477813852813851
km,nn,0.34,0.4835714285714285
fo,nn,0.72,0.8463333333333334
ang,nn,0.54,0.6231487810435179
mwl,nn,0.39,0.630505994005994
sv,nn,0.738,0.8483729294922483
mzn,nn,0.39,0.6400173160173159
io,nn,0.75,0.8238730158730158
ro,nn,0.6713,0.8217166255235993
cdo,nn,0.31,0.4078138528138528
cbk-zam,nn,0.52,0.7185018592518592
jbo,nn,0.43,0.544
xmf,nn,0.55,0.7062209457209458
scn,nn,0.58,0.7353736263736264
yi,nn,0.45,0.6500894660894662
